Frame,Sub Frame,Phone_RX,Phone_RY,Phone_RZ,Phone_TX,Phone_TY,Phone_TZ,Robot_RX,Robot_RY,Robot_RZ,Robot_TX,Robot_TY,Robot_TZ
23,0,-4.85684,-88.8923,5.08478,-71.1528,1576.14,1171.11,70.9001,72.188,-61.322,-123.65,1467.12,67.6099
24,0,-4.85229,-88.9074,5.06871,-71.0895,1576.12,1170.96,70.885,72.1691,-61.3344,-123.64,1467.11,67.5938
25,0,-4.86616,-88.9706,5.12689,-70.9858,1576.03,1170.8,70.8932,72.2043,-61.3383,-123.65,1467.12,67.5848
26,0,-4.88478,-89.0485,5.19833,-70.89,1575.91,1170.65,70.9001,72.2094,-61.3264,-123.646,1467.12,67.6137
27,0,-4.95119,-89.1665,5.34731,-70.7999,1575.78,1170.44,70.8854,72.1685,-61.3199,-123.636,1467.14,67.6264
28,0,-4.90814,-89.3219,5.27563,-70.696,1575.82,1170.08,70.8868,72.1954,-61.3384,-123.634,1467.12,67.6034
29,0,-4.90687,-89.3582,5.27104,-70.5947,1575.77,1169.92,70.8948,72.1959,-61.3293,-123.64,1467.11,67.588
30,0,-4.9472,-89.3663,5.33051,-70.4868,1575.7,1169.78,70.8807,72.1924,-61.3188,-123.636,1467.1,67.592
31,0,-4.99039,-89.317,5.41003,-70.4351,1575.63,1169.7,70.8954,72.1915,-61.3436,-123.642,1467.12,67.6014
32,0,-4.98325,-89.2811,5.38242,-70.3455,1575.58,1169.61,70.897,72.1659,-61.3192,-123.636,1467.12,67.6132
33,0,-4.99751,-89.2598,5.42246,-70.2878,1575.52,1169.46,70.9031,72.2177,-61.3374,-123.646,1467.13,67.5972
34,0,-4.99836,-89.2078,5.40191,-70.2632,1575.46,1169.34,70.8878,72.2082,-61.3564,-123.642,1467.14,67.6084
35,0,-4.92342,-89.1752,5.26168,-70.2163,1575.48,1169.21,70.893,72.19,-61.3539,-123.642,1467.12,67.6124
36,0,-4.89569,-89.1971,5.22024,-70.1883,1575.43,1168.97,70.8921,72.1855,-61.3496,-123.641,1467.12,67.6203
37,0,-4.87882,-89.1631,5.17292,-70.1834,1575.4,1168.76,70.8845,72.1705,-61.3335,-123.649,1467.12,67.6001
38,0,-4.8296,-89.1554,5.13431,-70.1681,1575.35,1168.54,70.8867,72.178,-61.3378,-123.642,1467.11,67.5994
39,0,-4.74241,-89.1605,5.04397,-70.1737,1575.3,1168.28,70.8714,72.1921,-61.3104,-123.633,1467.11,67.5983
40,0,-4.68555,-89.0771,4.98082,-70.2201,1575.26,1168.12,70.8713,72.171,-61.3279,-123.64,1467.1,67.6001
41,0,-4.65211,-89.1709,5.05354,-70.2585,1575.16,1167.84,70.8836,72.2051,-61.3591,-123.659,1467.13,67.591
42,0,-4.64079,-89.1854,5.0345,-70.3171,1575.14,1167.64,70.8772,72.1784,-61.3359,-123.644,1467.12,67.5916
43,0,-4.6326,-89.205,5.0037,-70.3943,1575.13,1167.47,70.914,72.208,-61.3382,-123.637,1467.14,67.6036
44,0,-5.45496,-90.0767,6.88984,-70.663,1574.24,1166.77,70.8902,72.1586,-61.3189,-123.632,1467.13,67.6096
45,0,-5.47555,-90.0965,6.90548,-70.8005,1574.19,1166.63,70.8742,72.1961,-61.3536,-123.65,1467.13,67.5995
46,0,-5.51749,-90.0899,6.92867,-70.9747,1574.18,1166.47,70.9178,72.3147,-61.389,-123.669,1467.14,67.5974
47,0,-5.54539,-89.9251,6.83111,-71.2657,1574.2,1166.31,70.8856,72.169,-61.3345,-123.638,1467.13,67.6159
48,0,-5.54686,-90.0518,6.85774,-71.3904,1574.2,1166.14,70.8897,72.2077,-61.3595,-123.647,1467.13,67.6116
49,0,-5.63329,-89.9249,6.90575,-71.624,1574.18,1166.09,70.8917,72.218,-61.3506,-123.656,1467.13,67.5974
50,0,-5.56692,-89.8827,6.81463,-71.8407,1574.12,1165.87,70.8694,72.1761,-61.3348,-123.639,1467.13,67.6127
51,0,-5.48368,-89.7322,6.59054,-72.0703,1574.19,1165.8,70.901,72.2116,-61.3419,-123.653,1467.13,67.6162
52,0,-5.40365,-89.7375,6.46951,-72.3112,1574.17,1165.61,70.8794,72.1738,-61.3318,-123.642,1467.13,67.6214
53,0,-5.42069,-89.6658,6.40064,-72.5593,1574.17,1165.55,70.8863,72.1853,-61.3493,-123.652,1467.12,67.5966
54,0,-5.41734,-89.532,6.24723,-72.8565,1574.18,1165.48,70.8804,72.1914,-61.3497,-123.649,1467.13,67.6069
55,0,-5.45936,-89.4904,6.18571,-73.1184,1574.2,1165.43,70.8803,72.1704,-61.3527,-123.642,1467.13,67.6013
56,0,-5.48257,-89.4655,6.11413,-73.3758,1574.2,1165.38,70.888,72.1654,-61.3268,-123.639,1467.12,67.6104
57,0,-5.49384,-89.4595,6.0593,-73.635,1574.2,1165.31,70.8916,72.2012,-61.3417,-123.647,1467.12,67.6023
58,0,-5.48747,-89.4391,5.98245,-73.8544,1574.23,1165.29,70.8984,72.1842,-61.3296,-123.639,1467.11,67.5822
59,0,-5.51115,-89.416,5.96074,-74.0913,1574.21,1165.25,70.907,72.1822,-61.3404,-123.642,1467.13,67.6058
60,0,-5.45362,-89.5331,5.93408,-74.202,1574.18,1165.19,70.8908,72.1965,-61.3322,-123.655,1467.12,67.594
61,0,-5.43699,-89.5498,5.89847,-74.4131,1574.13,1165.14,70.8945,72.2085,-61.3395,-123.648,1467.14,67.5947
62,0,-5.40411,-89.5733,5.83105,-74.5903,1574.1,1165.1,70.8806,72.1902,-61.346,-123.644,1467.13,67.6119
63,0,-5.44062,-89.5484,5.82012,-74.819,1574.06,1165.09,70.8647,72.1599,-61.3463,-123.635,1467.11,67.5826
64,0,-5.44304,-89.4548,5.72256,-75.0797,1574.01,1165.07,70.8729,72.1988,-61.3441,-123.636,1467.1,67.5864
65,0,-5.53255,-89.503,5.81136,-75.2833,1573.9,1165.05,70.9018,72.2139,-61.3334,-123.655,1467.12,67.5969
66,0,-5.50591,-89.5951,5.78999,-75.4135,1573.83,1165,70.8633,72.1645,-61.3433,-123.645,1467.12,67.6203
67,0,-5.4657,-89.5621,5.65935,-75.577,1573.8,1164.99,70.8529,72.106,-61.314,-123.622,1467.09,67.5796
68,0,-5.40611,-89.5573,5.56295,-75.7057,1573.72,1164.96,70.8749,72.1957,-61.3335,-123.646,1467.12,67.598
69,0,-5.46349,-89.6035,5.6772,-75.8091,1573.52,1164.96,70.8413,72.0943,-61.3175,-123.617,1467.09,67.6028
70,0,-5.4136,-89.6141,5.60766,-75.9154,1573.4,1164.94,70.8817,72.1754,-61.3318,-123.635,1467.13,67.5952
71,0,-5.41748,-89.6218,5.6173,-76.003,1573.26,1164.96,70.8952,72.1911,-61.3528,-123.64,1467.12,67.6088
72,0,-5.4041,-89.6473,5.60984,-76.0685,1573.12,1164.99,70.8837,72.199,-61.3388,-123.646,1467.12,67.6058
73,0,-5.42731,-89.6424,5.66778,-76.1591,1572.95,1165.04,70.895,72.1968,-61.3103,-123.643,1467.12,67.6023
74,0,-5.44611,-89.6403,5.66802,-76.2724,1572.79,1165.1,70.8744,72.1888,-61.3376,-123.631,1467.12,67.6027
75,0,-5.47067,-89.654,5.68568,-76.3698,1572.63,1165.14,70.9022,72.215,-61.3439,-123.652,1467.12,67.6004
76,0,-5.47324,-89.6371,5.67767,-76.4265,1572.49,1165.19,70.8894,72.1829,-61.3233,-123.633,1467.12,67.6227
77,0,-5.46763,-89.6557,5.67756,-76.4996,1572.31,1165.26,70.8814,72.1713,-61.3405,-123.639,1467.13,67.6102
78,0,-5.45778,-89.6566,5.70031,-76.5566,1572.12,1165.32,70.8982,72.1914,-61.3534,-123.638,1467.12,67.6061
79,0,-5.45499,-89.6138,5.72662,-76.5971,1571.93,1165.5,70.8798,72.1983,-61.3459,-123.642,1467.12,67.6035
80,0,-5.4805,-89.5305,5.73018,-76.6815,1571.8,1165.67,70.8766,72.2005,-61.3538,-123.65,1467.11,67.5884
81,0,-5.46858,-89.5522,5.7402,-76.7409,1571.66,1165.78,70.9077,72.213,-61.3466,-123.639,1467.13,67.5932
82,0,-5.51425,-89.4915,5.70314,-76.861,1571.53,1165.95,70.8864,72.2024,-61.3406,-123.643,1467.13,67.6004
83,0,-5.55149,-89.4651,5.7093,-76.9078,1571.4,1166.17,70.8887,72.2171,-61.3436,-123.658,1467.12,67.6027
84,0,-5.71129,-89.4777,5.83287,-77.013,1571.26,1166.32,70.8599,72.115,-61.3102,-123.642,1467.1,67.5905
85,0,-5.85422,-89.5222,5.95326,-77.0975,1571.1,1166.53,70.8711,72.1734,-61.3384,-123.635,1467.12,67.6146
86,0,-6.01691,-89.4521,6.03637,-77.2361,1570.96,1166.79,70.9085,72.2163,-61.3388,-123.639,1467.13,67.5884
87,0,-6.06662,-89.5562,6.04468,-77.2329,1570.83,1167.01,70.8757,72.1719,-61.3535,-123.64,1467.13,67.6059
88,0,-6.14206,-89.6237,6.10735,-77.2657,1570.66,1167.17,70.8896,72.1907,-61.3314,-123.636,1467.12,67.6059
89,0,-6.22187,-89.6015,6.15714,-77.3105,1570.51,1167.39,70.8891,72.1892,-61.3703,-123.652,1467.14,67.6118
90,0,-6.23404,-89.5547,6.12339,-77.3158,1570.38,1167.61,70.8766,72.1703,-61.3438,-123.643,1467.11,67.5703
91,0,-6.24583,-89.5346,6.07512,-77.3537,1570.25,1167.74,70.9069,72.2231,-61.3206,-123.646,1467.13,67.5894
92,0,-6.25654,-89.4874,6.08794,-77.3507,1570.09,1167.88,70.8822,72.1894,-61.3118,-123.643,1467.12,67.6008
93,0,-6.2803,-89.417,6.0702,-77.3677,1569.94,1168,70.8852,72.191,-61.3361,-123.634,1467.13,67.6118
94,0,-6.32363,-89.3913,6.17663,-77.3338,1569.71,1168.14,70.9001,72.1842,-61.3053,-123.636,1467.12,67.602
95,0,-6.29719,-89.4472,6.11441,-77.3165,1569.57,1168.09,70.863,72.1937,-61.3471,-123.65,1467.12,67.6095
96,0,-6.40743,-89.3476,6.30094,-77.3287,1569.32,1168.22,70.8877,72.1723,-61.3325,-123.642,1467.12,67.6042
97,0,-6.32053,-89.4495,6.27742,-77.1975,1569.14,1168.17,70.8757,72.1927,-61.3397,-123.642,1467.12,67.5978
98,0,-6.43331,-89.407,6.48095,-77.175,1568.87,1168.21,70.8939,72.1919,-61.3452,-123.639,1467.13,67.6207
99,0,-6.43637,-89.4754,6.56729,-77.0616,1568.65,1168.15,70.8814,72.1787,-61.3473,-123.64,1467.12,67.583
100,0,-6.34675,-89.5979,6.51885,-76.9167,1568.47,1168.08,70.8701,72.165,-61.3452,-123.651,1467.11,67.59
101,0,-6.42148,-89.5894,6.5988,-76.8669,1568.28,1168.07,70.891,72.2123,-61.3377,-123.649,1467.11,67.5983
102,0,-6.43729,-89.604,6.65838,-76.7742,1568.08,1168.11,70.8665,72.1239,-61.3517,-123.64,1467.13,67.607
103,0,-6.43123,-89.6638,6.69832,-76.6567,1567.93,1168.11,70.8769,72.1738,-61.3307,-123.645,1467.13,67.5902
104,0,-6.28832,-89.7466,6.52273,-76.5016,1567.86,1168.08,70.888,72.1925,-61.3297,-123.645,1467.11,67.5883
105,0,-6.33167,-89.8499,6.63181,-76.3595,1567.69,1168.05,70.8956,72.1912,-61.3174,-123.633,1467.12,67.587
106,0,-6.3684,-89.782,6.61094,-76.3005,1567.6,1168.15,70.8986,72.1931,-61.3384,-123.642,1467.12,67.6062
107,0,-6.38098,-89.8047,6.63908,-76.1931,1567.49,1168.22,70.8664,72.1716,-61.36,-123.648,1467.11,67.6016
108,0,-6.31205,-89.9058,6.55863,-76.0544,1567.41,1168.19,70.8841,72.1793,-61.3368,-123.644,1467.12,67.5962
109,0,-6.32377,-89.9006,6.56566,-75.979,1567.31,1168.27,70.862,72.1841,-61.3573,-123.636,1467.11,67.6113
110,0,-6.30699,-89.8581,6.47395,-75.9204,1567.25,1168.37,70.9024,72.2008,-61.3449,-123.636,1467.14,67.6176
111,0,-6.20396,-89.9525,6.38331,-75.8078,1567.17,1168.36,70.8546,72.0872,-61.3229,-123.621,1467.1,67.6063
112,0,-6.28516,-89.8157,6.42516,-75.8129,1567.06,1168.54,70.8861,72.229,-61.3441,-123.65,1467.12,67.588
113,0,-6.16507,-89.8867,6.29222,-75.7053,1566.99,1168.57,70.8887,72.1753,-61.3262,-123.628,1467.12,67.5972
114,0,-6.47462,-89.9215,6.84628,-75.768,1566.64,1168.69,70.8357,72.1153,-61.3361,-123.624,1467.1,67.5849
115,0,-6.45218,-89.9163,6.827,-75.7259,1566.57,1168.77,70.8957,72.2071,-61.3418,-123.644,1467.13,67.6048
116,0,-6.26771,-89.9177,6.5223,-75.6664,1566.58,1168.81,70.8782,72.1616,-61.3308,-123.642,1467.12,67.61
117,0,-6.45037,-89.9111,6.81556,-75.7607,1566.37,1168.92,70.8306,72.0574,-61.3153,-123.609,1467.09,67.6063
118,0,-6.36471,-89.996,6.7305,-75.7098,1566.31,1168.89,70.8862,72.1966,-61.3322,-123.649,1467.12,67.5866
119,0,-6.35418,-90.0047,6.71786,-75.7038,1566.21,1168.98,70.8827,72.1937,-61.3419,-123.639,1467.11,67.5831
120,0,-6.34385,-90.0184,6.71953,-75.7118,1566.11,1169.04,70.847,72.1232,-61.31,-123.629,1467.1,67.5858
121,0,-6.35319,-90.0288,6.72296,-75.7294,1566.05,1169.13,70.8818,72.1765,-61.338,-123.631,1467.13,67.6348
122,0,-6.34682,-90.0848,6.72104,-75.7363,1566,1169.17,70.9031,72.2064,-61.3426,-123.653,1467.13,67.607
123,0,-6.35147,-90.0978,6.74943,-75.7505,1565.91,1169.26,70.899,72.205,-61.3089,-123.649,1467.12,67.5954
124,0,-6.36384,-90.1486,6.78565,-75.7436,1565.83,1169.34,70.8566,72.1983,-61.3454,-123.651,1467.13,67.5945
125,0,-6.42153,-90.1388,6.83275,-75.7699,1565.78,1169.5,70.8761,72.1685,-61.3637,-123.643,1467.12,67.6025
126,0,-6.44571,-90.1558,6.8704,-75.7726,1565.7,1169.6,70.8841,72.1707,-61.3516,-123.626,1467.12,67.6122
127,0,-6.49052,-90.1503,6.90121,-75.8191,1565.63,1169.71,70.8706,72.2037,-61.3452,-123.641,1467.12,67.5938
128,0,-6.53764,-90.1363,6.93756,-75.8636,1565.55,1169.81,70.8907,72.2008,-61.3282,-123.65,1467.12,67.5798
129,0,-6.54294,-90.1625,6.93303,-75.9098,1565.47,1169.83,70.8846,72.162,-61.3293,-123.642,1467.13,67.623
130,0,-6.58659,-90.1502,6.92964,-76.0104,1565.39,1169.86,70.8808,72.1802,-61.3273,-123.638,1467.13,67.611
131,0,-6.60459,-90.1291,6.91026,-76.0978,1565.31,1169.88,70.8981,72.1986,-61.3183,-123.65,1467.13,67.5958
132,0,-6.61308,-90.0742,6.87723,-76.2208,1565.2,1169.84,70.8682,72.1814,-61.3209,-123.631,1467.12,67.5985
133,0,-6.63668,-90.0508,6.87353,-76.2986,1565.12,1169.86,70.8497,72.0704,-61.3117,-123.613,1467.1,67.6208
134,0,-6.72404,-89.9244,6.93523,-76.4489,1564.99,1169.89,70.9011,72.197,-61.3364,-123.642,1467.13,67.6266
135,0,-6.73268,-89.8626,6.93264,-76.5191,1564.86,1169.9,70.8442,72.0778,-61.3309,-123.636,1467.1,67.6029
136,0,-6.70284,-89.8488,6.86204,-76.6011,1564.78,1169.79,70.9028,72.2005,-61.3238,-123.645,1467.12,67.588
137,0,-6.72276,-89.805,6.84896,-76.6744,1564.69,1169.78,70.8941,72.1832,-61.3408,-123.637,1467.13,67.6002
138,0,-6.61325,-89.8047,6.70459,-76.664,1564.64,1169.76,70.8872,72.207,-61.3562,-123.644,1467.13,67.5972
139,0,-6.64126,-89.7139,6.7004,-76.7957,1564.5,1169.73,70.8627,72.1774,-61.3395,-123.636,1467.11,67.5932
140,0,-6.59097,-89.8116,6.74214,-76.7745,1564.39,1169.67,70.8896,72.1902,-61.3301,-123.653,1467.12,67.6146
141,0,-6.56515,-89.8457,6.75267,-76.7786,1564.28,1169.64,70.8945,72.214,-61.3467,-123.636,1467.13,67.6153
142,0,-6.59419,-89.7884,6.78794,-76.854,1564.15,1169.69,70.8969,72.1821,-61.3415,-123.644,1467.13,67.6046
143,0,-6.58587,-89.7673,6.78452,-76.9,1564.08,1169.77,70.8876,72.1977,-61.3382,-123.637,1467.12,67.6205
144,0,-6.65087,-89.768,6.79605,-76.983,1564.02,1169.82,70.8824,72.2048,-61.3363,-123.646,1467.14,67.6158
145,0,-6.70495,-89.7195,6.77757,-77.0631,1563.98,1169.94,70.9087,72.1892,-61.3387,-123.639,1467.12,67.6031
146,0,-6.72587,-89.6665,6.76331,-77.1256,1563.91,1170.1,70.9024,72.2035,-61.338,-123.637,1467.14,67.6078
147,0,-6.83674,-89.7625,6.9276,-77.2216,1563.78,1170.09,70.8649,72.174,-61.3417,-123.648,1467.12,67.5888
148,0,-6.80569,-89.6678,6.77633,-77.2887,1563.8,1170.22,70.8392,72.0811,-61.3033,-123.62,1467.08,67.5846
149,0,-6.87717,-89.716,6.91145,-77.3343,1563.66,1170.27,70.879,72.1966,-61.3517,-123.645,1467.12,67.6164
150,0,-6.82793,-89.6571,6.77116,-77.3811,1563.64,1170.35,70.879,72.164,-61.3531,-123.638,1467.12,67.6177
151,0,-6.79021,-89.6562,6.72233,-77.4101,1563.57,1170.36,70.8871,72.1723,-61.3458,-123.642,1467.12,67.6059
152,0,-6.74773,-89.6342,6.70557,-77.3961,1563.46,1170.4,70.8929,72.204,-61.3516,-123.656,1467.14,67.6095
153,0,-6.73512,-89.6891,6.73252,-77.3635,1563.37,1170.36,70.858,72.1434,-61.3669,-123.658,1467.12,67.5813
154,0,-6.65657,-89.6829,6.62811,-77.3334,1563.3,1170.3,70.8741,72.1764,-61.3404,-123.648,1467.12,67.6017
155,0,-6.68938,-89.7358,6.73105,-77.3539,1563.14,1170.24,70.8827,72.1781,-61.3579,-123.65,1467.12,67.5941
156,0,-6.63032,-89.6975,6.68794,-77.3551,1563.03,1170.25,70.8741,72.1576,-61.344,-123.648,1467.12,67.5987
157,0,-6.59391,-89.7144,6.61566,-77.3524,1562.95,1170.21,70.8955,72.1726,-61.3326,-123.647,1467.12,67.614
158,0,-6.5908,-89.6553,6.59773,-77.3413,1562.86,1170.29,70.8716,72.1836,-61.3523,-123.643,1467.14,67.608
159,0,-6.58065,-89.6493,6.55583,-77.3434,1562.8,1170.28,70.8839,72.1858,-61.3607,-123.64,1467.12,67.5996
160,0,-6.56107,-89.6693,6.52925,-77.3011,1562.73,1170.29,70.8818,72.2138,-61.3528,-123.659,1467.13,67.5982
161,0,-6.57159,-89.6273,6.48579,-77.2796,1562.68,1170.33,70.8851,72.1774,-61.3518,-123.638,1467.11,67.5827
162,0,-6.57717,-89.6226,6.46182,-77.2422,1562.61,1170.33,70.8954,72.1727,-61.3303,-123.638,1467.12,67.6198
163,0,-6.59154,-89.6463,6.48806,-77.1617,1562.51,1170.37,70.8701,72.1665,-61.3557,-123.634,1467.13,67.5979
164,0,-6.49333,-89.8102,6.42272,-77.0335,1562.44,1170.23,70.8945,72.2007,-61.377,-123.64,1467.14,67.6095
165,0,-6.52327,-89.8111,6.50106,-76.9388,1562.31,1170.27,70.8917,72.1869,-61.3463,-123.645,1467.13,67.5929
166,0,-6.56173,-89.8387,6.56025,-76.8415,1562.17,1170.26,70.8904,72.1993,-61.3463,-123.657,1467.13,67.5951
167,0,-6.63055,-89.8356,6.65828,-76.7267,1562.03,1170.2,70.9047,72.195,-61.3404,-123.651,1467.13,67.5976
168,0,-6.58381,-89.8635,6.64438,-76.6067,1561.85,1170.11,70.8979,72.205,-61.3383,-123.646,1467.13,67.5982
169,0,-6.53454,-89.8932,6.58605,-76.5295,1561.69,1169.91,70.894,72.1899,-61.3215,-123.655,1467.13,67.6224
170,0,-6.48189,-89.9113,6.57798,-76.4241,1561.51,1169.76,70.8666,72.1657,-61.3427,-123.642,1467.13,67.6143
171,0,-6.36077,-90.0037,6.5185,-76.3107,1561.31,1169.52,70.8953,72.1976,-61.3442,-123.646,1467.14,67.6085
172,0,-6.27829,-90.0237,6.40365,-76.2436,1561.19,1169.26,70.8822,72.1937,-61.332,-123.644,1467.12,67.6005
173,0,-6.21044,-89.9941,6.33422,-76.2021,1561.05,1169.16,70.8975,72.1968,-61.3458,-123.646,1467.12,67.5963
174,0,-6.17185,-89.9714,6.29338,-76.1499,1560.91,1169.03,70.8687,72.1698,-61.3377,-123.655,1467.11,67.5931
175,0,-6.14575,-89.9606,6.27125,-76.1059,1560.79,1168.89,70.8902,72.2086,-61.3329,-123.657,1467.12,67.5989
176,0,-6.11144,-89.9119,6.23792,-76.0572,1560.67,1168.89,70.8507,72.1054,-61.3173,-123.643,1467.11,67.6207
177,0,-6.0799,-89.7613,6.08836,-76.1082,1560.61,1168.85,70.863,72.1717,-61.3527,-123.644,1467.13,67.5973
178,0,-6.02987,-89.6698,6.05964,-76.0661,1560.47,1168.92,70.9026,72.1945,-61.3418,-123.643,1467.13,67.5924
179,0,-6.01079,-89.6514,6.05424,-76.0488,1560.37,1168.91,70.8953,72.2066,-61.3336,-123.643,1467.11,67.5842
180,0,-5.94646,-89.5997,5.95335,-76.0451,1560.32,1168.95,70.9028,72.2149,-61.3387,-123.645,1467.13,67.6055
181,0,-6.04523,-89.5149,5.99926,-76.1052,1560.25,1169.02,70.8721,72.1693,-61.3291,-123.64,1467.13,67.6166
182,0,-5.99508,-89.5471,5.96185,-76.088,1560.18,1169.05,70.8851,72.1879,-61.3405,-123.64,1467.12,67.6099
183,0,-6.02779,-89.5509,5.9907,-76.1126,1560.12,1169.09,70.897,72.2304,-61.3587,-123.645,1467.12,67.5893
184,0,-6.08403,-89.6173,6.08691,-76.1396,1560.03,1169.12,70.8636,72.1305,-61.3274,-123.633,1467.12,67.5932
185,0,-6.06079,-89.7534,6.09609,-76.1303,1560.01,1169.06,70.9047,72.1866,-61.337,-123.642,1467.13,67.594
186,0,-6.08112,-89.7555,6.09753,-76.1859,1559.97,1169.11,70.8996,72.2284,-61.3489,-123.65,1467.13,67.5995
187,0,-6.04449,-89.7684,5.99828,-76.2308,1560,1169.13,70.8886,72.1963,-61.3323,-123.652,1467.13,67.6056
188,0,-6.05182,-89.7714,6.01184,-76.266,1559.96,1169.2,70.8785,72.1744,-61.3421,-123.635,1467.12,67.6102
189,0,-6.07119,-89.8643,6.10137,-76.3541,1559.89,1169.14,70.8997,72.1916,-61.3352,-123.638,1467.13,67.6088
190,0,-6.05504,-89.9656,6.10221,-76.4394,1559.86,1169.05,70.8979,72.196,-61.3331,-123.649,1467.13,67.6066
191,0,-6.02751,-89.9768,6.01705,-76.5407,1559.9,1169.06,70.9146,72.2238,-61.3406,-123.646,1467.14,67.5962
192,0,-6.10069,-90.0327,6.15221,-76.6586,1559.84,1169.06,70.8963,72.2011,-61.334,-123.651,1467.13,67.6048
193,0,-6.15564,-90.0669,6.2163,-76.7952,1559.82,1169.1,70.8869,72.1995,-61.3414,-123.639,1467.12,67.6054
194,0,-6.16651,-90.0911,6.16191,-76.9454,1559.87,1169.11,70.8931,72.1881,-61.3437,-123.651,1467.12,67.5934
195,0,-6.17485,-90.0991,6.12993,-77.0613,1559.91,1169.13,70.8892,72.1947,-61.3355,-123.65,1467.12,67.6069
196,0,-6.16402,-90.1136,6.10705,-77.1588,1559.93,1169.13,70.8838,72.2049,-61.3743,-123.654,1467.13,67.6058
197,0,-6.16162,-90.0731,6.111,-77.2586,1559.93,1169.2,70.8726,72.1694,-61.3067,-123.634,1467.13,67.6085
198,0,-6.20066,-90.1291,6.23126,-77.3383,1559.87,1169.16,70.9037,72.2223,-61.3487,-123.648,1467.14,67.6077
199,0,-6.21731,-90.1139,6.30716,-77.4166,1559.83,1169.19,70.9053,72.2195,-61.3438,-123.655,1467.14,67.6138
200,0,-6.18306,-90.0522,6.30981,-77.5005,1559.79,1169.2,70.8931,72.2098,-61.3415,-123.648,1467.13,67.606
201,0,-5.24675,-89.1046,4.20327,-77.43,1560.77,1169.72,70.898,72.1986,-61.3488,-123.65,1467.13,67.6081
202,0,-6.06639,-90.0312,6.20539,-77.7214,1559.81,1168.99,70.8936,72.2176,-61.3293,-123.642,1467.12,67.5846
203,0,-5.16435,-89.1029,4.05192,-77.7102,1560.81,1169.46,70.8706,72.1862,-61.3349,-123.64,1467.11,67.5946
204,0,-5.88019,-89.8364,5.79993,-78.0003,1559.95,1168.98,70.8686,72.1852,-61.3389,-123.633,1467.12,67.5922
