Frame,Sub Frame,Phone_RX,Phone_RY,Phone_RZ,Phone_TX,Phone_TY,Phone_TZ,Robot_RX,Robot_RY,Robot_RZ,Robot_TX,Robot_TY,Robot_TZ
0,,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm
2953,0,119.508,-6.94082,125.393,842.565,722.792,1162.77,-119.934,28.4828,115.016,846.794,791.591,50.0697
2954,0,119.527,-6.97238,125.254,842.885,722.461,1162.49,-119.242,28.1276,115.372,845.71,792.189,50.4426
2955,0,119.468,-6.96862,125.086,843.17,722.019,1162.2,-119.77,28.4872,115.039,844.72,792.575,50.2925
2956,0,119.407,-6.92041,124.992,843.466,721.676,1161.96,-119.487,28.3534,115.268,843.827,792.933,50.3676
2957,0,119.375,-6.96861,124.952,843.823,721.459,1161.78,-119.288,28.1544,115.491,842.92,793.289,50.3045
2958,0,119.364,-6.96702,124.769,844.132,721.068,1161.49,-119.304,28.1834,115.526,842.07,793.599,50.2508
2959,0,119.39,-6.97773,124.761,844.461,720.913,1161.37,-119.226,28.3167,115.503,841.162,794.007,50.3566
2960,0,119.485,-6.99467,124.69,844.75,720.698,1161.2,-119.374,28.4309,115.34,840.131,794.382,50.3856
2961,0,119.446,-6.92592,124.59,844.976,720.46,1161.11,-119.497,28.3737,115.118,839.103,794.734,50.4361
2962,0,119.667,-6.97875,124.552,845.271,720.32,1161.01,-119.053,28.2132,115.358,838.022,795.166,50.7031
2963,0,119.856,-6.95328,124.466,845.503,720.207,1160.96,-119.551,28.5412,115.037,836.934,795.504,50.513
2964,0,120.073,-7.02085,124.484,845.681,720.157,1161,-119.362,28.5293,115.207,836.028,795.866,50.4939
2965,0,120.194,-7.04186,124.48,845.873,720.041,1161.11,-119.111,28.3911,115.384,835.163,796.181,50.5038
2966,0,120.371,-7.11223,124.543,846.03,719.999,1161.29,-118.98,28.4394,115.373,834.224,796.45,50.6055
2967,0,120.424,-7.08541,124.569,846.19,719.924,1161.49,-119.096,28.4699,115.347,833.157,796.914,50.5586
2968,0,120.542,-7.06183,124.579,846.343,719.908,1161.68,-118.657,28.3048,115.683,832.124,797.432,50.7049
2969,0,120.625,-6.96281,124.576,846.481,719.922,1161.86,-118.721,28.3166,115.685,831.025,797.925,50.5929
2970,0,120.703,-6.92485,124.621,846.617,719.98,1162.08,-118.977,28.3894,115.591,830.033,798.175,50.5397
2971,0,120.655,-6.74662,124.652,846.719,720.029,1162.34,-118.93,28.2584,115.467,828.965,798.634,50.6195
2972,0,120.681,-6.58491,124.695,846.795,720.091,1162.6,-118.865,28.255,115.479,827.918,799.042,50.7888
2973,0,120.725,-6.44876,124.711,846.855,720.142,1162.87,-119.227,28.3902,115.195,826.753,799.338,50.7806
2974,0,120.718,-6.39817,124.944,846.917,720.355,1163.38,-119.233,28.4229,115.233,825.691,799.694,50.7123
2975,0,120.835,-6.4179,125.092,847.004,720.552,1163.84,-118.969,28.4047,115.304,824.671,800.088,50.6607
2976,0,120.871,-6.39883,125.254,847.086,720.645,1164.41,-118.936,28.4449,115.303,823.702,800.401,50.7674
2977,0,121.012,-6.35793,125.378,847.165,720.779,1164.97,-118.588,28.2707,115.392,822.539,800.867,50.9184
2978,0,121.118,-6.34277,125.472,847.241,720.882,1165.57,-119.099,28.4453,115.294,821.448,801.185,50.7211
2979,0,121.251,-6.45539,125.621,847.29,720.888,1166.2,-118.863,28.4557,115.33,820.479,801.577,50.892
2980,0,121.453,-6.41813,125.698,847.368,721.039,1166.72,-119.106,28.4901,115.137,819.475,801.979,50.8957
2981,0,121.721,-6.45006,125.827,847.427,721.246,1167.28,-119.397,28.5623,115.169,818.36,802.277,50.7225
2982,0,121.843,-6.50679,126.093,847.531,721.448,1168.08,-119.355,28.6607,115.402,817.247,802.74,50.5638
2983,0,122.412,-6.71021,126.26,847.512,721.824,1168.51,-118.51,28.3437,115.672,816.201,803.346,50.8235
2984,0,122.562,-6.52774,126.341,847.507,722.04,1169.04,-119.316,28.6293,115.424,815.032,803.532,50.6125
2985,0,122.692,-6.42479,126.462,847.501,722.235,1169.63,-118.788,28.4664,115.631,813.928,804.077,50.8321
2986,0,122.776,-6.36615,126.593,847.524,722.419,1170.23,-118.627,28.2625,115.562,812.791,804.524,51.0877
2987,0,122.683,-6.08794,126.614,847.492,722.441,1170.74,-118.993,28.4576,115.288,811.693,804.791,51.0445
2988,0,122.736,-5.98311,126.834,847.49,722.647,1171.35,-118.296,28.1319,115.525,810.584,805.327,51.22
2989,0,122.584,-5.74906,127.026,847.54,722.761,1172.09,-118.434,28.1842,115.433,809.539,805.648,51.2614
2990,0,122.597,-5.69179,127.18,847.552,722.828,1172.76,-118.495,28.3368,115.354,808.516,806.174,51.2178
2991,0,122.696,-5.6082,127.273,847.571,722.899,1173.39,-118.609,28.3053,115.362,807.478,806.609,51.136
2992,0,122.795,-5.62823,127.37,847.602,722.927,1174.03,-119.017,28.562,115.221,806.432,806.939,50.9885
2993,0,122.827,-5.56242,127.564,847.591,723.002,1174.74,-119.126,28.5768,115.114,805.343,807.316,50.9693
2994,0,122.903,-5.48642,127.699,847.576,723.055,1175.38,-119.121,28.5209,115.094,804.234,807.721,50.9033
2995,0,123.127,-5.42878,127.721,847.553,723.062,1175.91,-119.078,28.4342,115.167,803.166,808.197,50.8709
2996,0,123.301,-5.3873,127.982,847.5,723.222,1176.62,-119.047,28.3676,115.14,802.18,808.625,50.9033
2997,0,123.621,-5.3659,127.999,847.498,723.322,1177.18,-119.343,28.3139,115.036,801.149,808.965,50.9216
2998,0,123.922,-5.36832,128.049,847.491,723.376,1177.78,-119.53,28.3442,114.914,800.1,809.38,50.9181
2999,0,124.191,-5.32242,128.121,847.471,723.456,1178.36,-119.689,28.3769,114.805,799.064,809.755,51.0129
3000,0,124.475,-5.31445,128.214,847.435,723.578,1178.88,-120.139,28.5162,114.542,797.897,810.01,50.9953
3001,0,124.658,-5.28893,128.316,847.411,723.664,1179.38,-119.713,28.4696,114.714,796.939,810.483,51.0478
3002,0,124.815,-5.21917,128.442,847.376,723.789,1179.88,-119.367,28.3771,114.964,795.979,810.867,51.1461
3003,0,124.954,-5.10536,128.489,847.369,723.894,1180.28,-119.066,28.1568,115.072,795.071,811.328,51.4088
3004,0,125.082,-4.88983,128.484,847.305,724.002,1180.51,-119.611,28.3824,114.784,793.975,811.701,51.2902
3005,0,125.153,-4.72368,128.605,847.252,724.143,1180.8,-119.383,28.0309,114.855,792.852,812.12,51.4385
3006,0,125.243,-4.60896,128.775,847.234,724.382,1181.16,-120.042,28.3973,114.389,791.782,812.42,51.196
3007,0,125.322,-4.35673,128.838,847.208,724.561,1181.36,-120.058,28.4828,114.496,790.76,812.825,51.1668
3008,0,125.388,-4.10378,128.901,847.179,724.757,1181.54,-120.053,28.398,114.706,789.778,813.131,51.0566
3009,0,125.55,-3.81506,128.894,847.14,724.979,1181.61,-119.88,28.0922,114.879,788.784,813.505,51.1018
3010,0,125.729,-3.54275,128.942,847.093,725.201,1181.76,-119.644,28.0614,114.842,787.741,813.944,51.2366
3011,0,125.988,-3.2635,128.934,847.034,725.456,1181.85,-119.643,28.0367,114.748,786.545,814.393,51.3295
3012,0,126.302,-3.16377,129.005,846.978,725.673,1182.05,-119.835,28.1096,114.633,785.358,814.806,51.2352
3013,0,126.63,-2.9158,128.913,846.927,725.821,1182.07,-119.981,28.1983,114.505,784.386,815.098,51.2315
3014,0,126.928,-2.87397,128.952,846.965,725.976,1182.31,-119.933,28.1462,114.571,783.428,815.386,51.1986
3015,0,127.252,-2.81453,128.994,847.023,726.248,1182.61,-119.82,27.9881,114.634,782.474,815.869,51.2443
3016,0,127.413,-2.48911,129.207,846.835,726.388,1182.82,-119.819,27.9558,114.632,781.427,816.269,51.3324
3017,0,127.57,-2.35329,129.313,846.719,726.349,1182.97,-119.562,27.7353,114.697,780.251,816.763,51.4556
3018,0,127.664,-2.10828,129.461,846.697,726.472,1183.15,-119.527,27.6905,114.716,779.114,817.286,51.4219
3019,0,127.718,-1.83328,129.679,846.704,726.68,1183.42,-120.062,28.0132,114.506,778.069,817.648,51.3269
3020,0,127.81,-1.53883,129.645,846.727,726.688,1183.43,-120.208,28.0128,114.7,777.044,817.944,51.4675
3021,0,127.789,-1.25848,129.861,846.795,726.858,1183.69,-120.051,28.0501,114.737,776.115,818.419,51.5681
3022,0,127.792,-1.00947,130.032,846.844,726.958,1183.83,-120.081,28.0923,114.865,775.138,818.827,51.5298
3023,0,127.872,-0.729201,130.127,846.953,727.05,1183.94,-119.85,28.0664,115.025,774.07,819.288,51.6124
3024,0,127.832,-0.347667,130.224,847.055,727.096,1184.09,-120.179,27.9729,114.923,772.894,819.548,51.5239
3025,0,128.283,-0.185971,130.168,847.121,727.258,1183.92,-119.529,27.5266,115.252,771.799,820.111,51.816
3026,0,128.553,-0.0518342,130.217,847.26,727.37,1184.03,-120.001,27.9094,115.041,770.839,820.45,51.5655
3027,0,128.83,0.137937,130.297,847.352,727.505,1184.06,-120.097,28.0665,115.144,769.802,820.845,51.5595
3028,0,129.171,0.284922,130.275,847.508,727.624,1184.04,-120.164,27.9511,114.932,768.668,821.364,51.5194
3029,0,129.411,0.477753,130.337,847.62,727.764,1183.99,-120.127,27.9182,114.908,767.512,821.875,51.6372
3030,0,130.027,0.223089,130.324,847.737,727.917,1183.94,-120.076,27.8667,114.844,766.302,822.393,51.8824
3031,0,130.214,0.558847,130.336,847.835,728.09,1183.82,-120.599,28.0669,114.645,765.262,822.69,51.6186
3032,0,130.323,0.879774,130.391,847.953,728.248,1183.75,-119.974,27.7514,115.04,764.298,823.083,51.7659
3033,0,130.369,1.22516,130.54,848.023,728.435,1183.73,-120.417,27.8882,114.964,763.251,823.342,51.6018
3034,0,130.469,1.51862,130.562,848.116,728.507,1183.6,-120.384,28.0148,115.031,762.126,823.726,51.5527
3035,0,130.607,1.72689,130.776,848.279,728.76,1183.65,-120.437,28.0798,114.911,760.912,824.116,51.5579
3036,0,130.61,2.28523,130.766,848.4,728.913,1183.56,-120.737,28.1324,114.726,759.721,824.583,51.6647
3037,0,130.654,2.66097,130.792,848.536,729.034,1183.49,-120.552,28.2079,114.906,758.633,824.996,51.7961
3038,0,130.628,3.07811,130.884,848.627,729.118,1183.43,-120.318,28.1134,114.896,757.68,825.389,51.7831
3039,0,130.68,3.34952,130.962,848.775,729.21,1183.52,-120.377,28.2147,114.764,756.63,825.733,51.6032
3040,0,130.833,3.39313,131.114,848.976,729.316,1183.77,-120.135,28.2566,114.856,755.568,826.103,51.6843
3041,0,131.122,3.46327,131.148,849.167,729.369,1183.89,-119.772,28.0961,114.901,754.386,826.555,51.7253
3042,0,131.623,3.53649,131.089,849.2,729.423,1183.87,-119.701,28.2258,114.915,753.234,826.928,51.6908
3043,0,132.046,3.53732,131.152,849.357,729.479,1184.02,-119.539,28.3928,115.103,752.206,827.287,51.755
3044,0,132.314,3.66068,131.291,849.462,729.498,1184.2,-119.685,28.3537,115.011,751.218,827.628,51.778
3045,0,132.57,3.78851,131.323,849.5,729.441,1184.25,-119.995,28.3171,114.765,750.219,827.982,51.8414
3046,0,132.661,4.0676,131.443,849.592,729.514,1184.48,-119.594,28.0289,114.785,749.047,828.54,52.1588
3047,0,132.823,4.17634,131.563,849.634,729.526,1184.65,-120.403,28.3656,114.292,747.9,828.828,51.9161
3048,0,133.014,4.38075,131.583,849.635,729.538,1184.74,-120.373,28.3429,114.388,746.93,829.254,51.8526
3049,0,133.089,4.62603,131.696,849.598,729.554,1184.87,-120.007,28.4075,114.616,746.016,829.612,51.9529
3050,0,133.204,4.86694,131.742,849.542,729.606,1184.98,-119.755,28.4067,114.788,745.008,829.908,51.9291
3051,0,133.312,5.15411,131.768,849.476,729.633,1185.02,-119.699,28.3706,114.718,743.923,830.329,51.9738
3052,0,133.513,5.34562,131.824,849.364,729.705,1185.12,-120.004,28.531,114.442,742.781,830.718,51.8297
3053,0,133.672,5.55315,131.877,849.241,729.732,1185.23,-120.172,28.6662,114.184,741.701,831.086,51.9658
3054,0,133.908,5.779,131.877,849.065,729.78,1185.31,-120.012,28.595,114.199,740.645,831.47,51.9868
3055,0,134.139,5.95666,131.943,848.863,729.814,1185.47,-119.863,28.4821,114.298,739.641,831.934,51.9883
3056,0,134.37,6.14008,131.986,848.637,729.81,1185.59,-119.764,28.3425,114.328,738.715,832.286,52.0102
3057,0,134.568,6.43059,132.08,848.327,729.856,1185.72,-119.759,28.4024,114.393,737.658,832.799,52.001
3058,0,134.833,6.59389,132.177,847.968,729.903,1185.85,-119.999,28.4877,114.262,736.486,833.232,51.9869
3059,0,135.036,7.00916,131.929,847.593,729.88,1185.69,-120.175,28.655,114.222,735.331,833.623,52.0962
3060,0,135.171,7.26553,132.155,847.174,730.027,1185.92,-120.22,28.7522,114.348,734.205,834.02,52.1846
3061,0,135.312,7.58081,132.219,846.756,730.036,1185.96,-120.446,28.8453,114.278,733.213,834.323,51.9624
3062,0,135.469,7.73791,132.391,846.321,730.088,1186.09,-120.619,28.8205,114.161,732.264,834.594,51.7345
3063,0,135.654,7.99428,132.506,845.799,730.171,1186.18,-120.365,28.6126,114.269,731.299,835.033,51.8663
3064,0,135.821,8.18027,132.646,845.234,730.232,1186.23,-120.137,28.4533,114.389,730.194,835.443,52.0272
3065,0,135.933,8.50744,132.761,844.634,730.344,1186.28,-119.292,28.0795,114.705,729.103,836.068,52.3536
3066,0,135.969,8.86922,132.928,843.982,730.457,1186.26,-119.887,28.4143,114.392,728.088,836.315,52.1359
3067,0,136.019,9.26422,133.03,843.295,730.622,1186.19,-119.029,28.0078,114.859,727.077,836.832,52.4129
3068,0,136.161,9.58583,133.114,842.588,730.758,1186.14,-119.475,28.155,114.659,725.964,837.229,52.2447
3069,0,136.258,9.9844,133.185,841.877,730.951,1186.02,-119.798,28.0993,114.401,724.87,837.584,52.3348
3070,0,136.23,10.4143,133.288,841.185,731.133,1185.98,-119.94,28.0628,114.419,723.844,837.967,52.2514
3071,0,136.416,10.7609,133.359,840.314,731.285,1185.76,-119.941,28.0941,114.474,722.814,838.339,52.2425
3072,0,136.46,11.0846,133.504,839.506,731.437,1185.69,-119.436,27.798,114.743,721.86,838.787,52.493
3073,0,136.602,11.371,133.612,838.601,731.632,1185.52,-119.495,27.9096,114.618,720.741,839.18,52.5492
3074,0,136.64,11.9069,133.655,837.616,731.785,1185.16,-120.218,28.2373,114.179,719.625,839.507,52.2487
3075,0,136.767,12.3997,133.551,836.599,731.834,1184.74,-120.354,28.2628,114.228,718.589,839.933,52.087
3076,0,137.735,12.0454,133.429,835.462,732.055,1184.38,-120.232,28.3896,114.387,717.565,840.296,52.1324
3077,0,137.222,12.8202,133.924,834.527,732.238,1184.74,-119.946,28.1381,114.501,716.514,840.794,52.383
3078,0,137.672,12.8042,134.06,833.474,732.379,1184.87,-120.106,28.2333,114.451,715.445,841.206,52.4004
3079,0,137.452,13.4366,134.298,832.306,732.497,1184.91,-119.99,28.0938,114.401,714.462,841.68,52.4592
3080,0,138.049,13.4115,134.342,831.019,732.751,1184.81,-119.858,28.0704,114.551,713.492,842.007,52.4579
3081,0,138.317,13.568,134.418,829.914,732.9,1184.8,-119.19,28.0068,114.91,712.364,842.624,52.817
3082,0,138.445,13.9596,134.443,828.778,733.041,1184.75,-119.697,28.2681,114.707,711.252,843.032,52.6404
3083,0,138.577,14.2276,134.528,827.589,733.109,1184.7,-119.892,28.423,114.731,710.135,843.403,52.6116
3084,0,138.708,14.4762,134.61,826.276,733.25,1184.62,-119.727,28.4081,114.899,709.129,843.818,52.6663
3085,0,138.785,14.6644,134.665,825.147,733.359,1184.57,-118.967,28.0456,115.225,708.12,844.249,52.9322
3086,0,138.87,14.9212,134.627,823.996,733.481,1184.38,-119.661,28.3123,114.906,707.1,844.473,52.7581
3087,0,138.89,15.2126,134.672,822.844,733.661,1184.3,-119.985,28.5287,114.593,705.973,844.896,52.8213
3088,0,138.873,15.5837,134.671,821.609,733.867,1184.1,-120.22,28.4757,114.443,704.959,845.36,52.7648
3089,0,138.938,15.8731,134.723,820.279,734.152,1184.04,-120.085,28.5016,114.641,703.936,845.816,52.7849
3090,0,139.016,16.228,134.739,818.973,734.414,1183.94,-119.935,28.504,114.875,702.901,846.282,52.8361
3091,0,138.958,16.5083,134.778,817.79,734.58,1183.79,-119.318,28.2202,115.191,701.839,846.827,53.0809
3092,0,139.321,16.4438,134.845,816.356,734.91,1183.75,-119.976,28.4332,114.855,700.839,847.137,52.7798
3093,0,139.346,16.8808,134.973,814.801,735.299,1183.7,-119.888,28.5481,115.066,699.732,847.512,52.9607
3094,0,139.648,16.9155,134.943,813.387,735.629,1183.72,-119.218,28.159,115.39,698.828,847.959,53.3225
3095,0,139.896,16.7627,135.149,811.95,735.956,1183.92,-119.629,28.3567,115.271,697.813,848.255,53.1609
3096,0,139.903,17.0675,135.234,810.371,736.244,1183.81,-119.846,28.5282,115.106,696.756,848.598,53.1584
3097,0,139.991,17.1141,135.31,808.825,736.55,1183.81,-119.872,28.5266,114.98,695.599,849,53.1473
3098,0,140.079,17.3014,135.326,807.205,736.941,1183.66,-119.732,28.5267,115.073,694.495,849.391,53.1058
3099,0,140.108,17.6116,135.44,805.546,737.349,1183.57,-119.875,28.5482,114.938,693.38,849.745,53.0597
3100,0,140.107,17.8124,135.572,803.814,737.72,1183.37,-120.042,28.6952,114.904,692.295,850.154,53.0914
3101,0,140.058,18.069,135.53,802.184,738.134,1183.21,-120.111,28.6869,114.801,691.217,850.614,53.0467
3102,0,139.94,18.2733,135.646,800.484,738.656,1183.19,-120.071,28.7627,114.923,690.188,851.046,52.9867
3103,0,139.962,18.1349,135.884,798.767,739.042,1183.28,-120.172,28.8811,114.968,689.114,851.412,52.9292
3104,0,139.966,18.3349,135.935,796.982,739.486,1183.18,-120.084,28.6016,114.815,688.034,851.832,53.0356
3105,0,140.287,18.2,136.012,795.152,739.994,1183.16,-119.351,28.18,114.974,687.003,852.358,53.3311
3106,0,140.395,18.3327,136.043,793.276,740.53,1183.02,-119.858,28.5465,114.822,686,852.593,53.1232
3107,0,140.562,18.5275,136.038,791.317,741.072,1182.84,-119.497,28.4407,115.12,685.005,852.927,53.2358
3108,0,140.572,18.4421,136.338,789.5,741.496,1182.91,-118.901,28.1545,115.466,684.056,853.364,53.4414
3109,0,140.305,18.981,136.288,787.558,741.996,1182.55,-119.565,28.4633,115.042,683.004,853.654,53.3191
3110,0,140.401,18.9501,136.369,785.635,742.568,1182.53,-119.906,28.4734,114.718,681.905,854.066,53.3095
3111,0,140.422,18.9098,136.563,783.704,743.183,1182.49,-119.84,28.4468,114.727,680.947,854.383,53.3144
3112,0,140.568,18.8671,136.525,781.729,743.816,1182.21,-119.753,28.4525,114.867,680.089,854.766,53.2605
3113,0,140.363,19.1185,136.563,779.728,744.402,1181.95,-119.89,28.5452,114.815,679.129,855.125,53.3368
3114,0,140.196,19.3378,136.786,777.879,744.987,1181.87,-120.098,28.8091,114.631,678.004,855.483,53.4536
3115,0,139.833,19.4026,136.976,775.822,745.507,1181.62,-119.293,28.4132,115.04,676.956,856.097,53.7027
3116,0,139.816,19.5518,136.994,773.907,746.045,1181.16,-119.757,28.7484,114.941,676.044,856.332,53.4531
3117,0,139.727,19.6863,137.119,771.717,746.765,1180.89,-119.758,28.7638,115.068,675.1,856.743,53.4258
3118,0,140.019,19.2838,137.228,769.809,747.448,1180.95,-119.498,28.5205,115.094,674.081,857.25,53.5753
3119,0,139.73,19.7301,137.181,767.709,747.993,1180.31,-119.383,28.322,115.11,673.036,857.698,53.6975
3120,0,139.754,19.5495,137.481,765.605,748.636,1180.13,-119.391,28.3552,115.165,671.981,858.16,53.7258
3121,0,139.954,19.5607,137.411,763.481,749.503,1179.8,-119.917,28.5391,115.002,670.963,858.388,53.5671
3122,0,140.061,19.8813,137.157,761.362,750.211,1179.06,-119.168,28.1585,115.46,669.931,858.833,53.7816
3123,0,139.727,19.887,137.45,759.223,750.884,1178.74,-119.164,28.1354,115.493,668.924,859.123,53.7051
3124,0,139.632,20.0993,137.498,757.209,751.629,1178.14,-119.7,28.3873,115.174,667.808,859.388,53.6088
3125,0,140.023,19.9647,137.316,754.905,752.535,1177.41,-119.784,28.2722,115.009,666.71,859.791,53.6568
3126,0,139.764,19.8781,137.875,752.87,753.405,1177.24,-120.055,28.3155,114.737,665.61,860.21,53.6908
3127,0,139.456,20.1688,137.902,750.781,754.404,1176.66,-120.259,28.4447,114.588,664.473,860.618,53.7507
3128,0,139.383,20.1349,138.009,748.728,755.234,1175.89,-120.201,28.5361,114.701,663.363,861.072,53.6913
3129,0,139.295,20.3315,137.906,746.703,756.158,1175.05,-119.384,28.1712,115.131,662.404,861.587,53.9338
3130,0,139.239,20.4468,137.901,744.61,757.261,1174.44,-119.906,28.3093,115.088,661.432,861.877,53.6978
3131,0,139.024,20.5753,138.014,742.588,758.236,1173.82,-120.002,28.3177,115.13,660.404,862.216,53.7228
3132,0,139.087,20.4631,138.094,740.645,759.286,1173.2,-120.056,28.3409,115.146,659.314,862.646,53.7714
3133,0,138.904,20.7449,137.906,738.666,760.232,1172.37,-119.46,27.8984,115.294,658.238,863.277,53.989
3134,0,138.998,20.6805,138.032,736.739,761.242,1171.69,-119.493,27.7937,115.165,657.117,863.696,54.1114
3135,0,138.909,20.7225,138.049,734.763,762.49,1171.15,-119.362,27.7253,115.288,656.07,864.029,54.2082
3136,0,138.726,20.8145,138.104,732.911,763.513,1170.66,-119.514,27.7992,115.121,655.106,864.358,54.1166
3137,0,138.81,20.7531,138.091,730.981,764.695,1170.2,-119.947,28.0878,114.928,654.025,864.625,53.9945
3138,0,138.775,20.9519,137.669,729.181,765.671,1169.23,-120.13,28.064,114.598,652.851,864.999,53.9884
3139,0,138.721,20.9247,137.846,727.23,766.879,1169.1,-120.165,28.1856,114.585,651.715,865.468,53.9382
3140,0,138.795,20.7472,138.11,725.258,768.007,1168.99,-120.096,28.2693,114.794,650.728,865.847,53.9843
3141,0,139.082,20.6518,138.116,723.359,769.215,1168.77,-119.883,28.3882,115.047,649.718,866.264,53.9462
3142,0,138.97,20.6866,138.059,721.559,770.278,1168.46,-119.116,28.0502,115.548,648.708,866.834,54.2
3143,0,138.993,20.7537,138.065,719.587,771.477,1168.24,-119.853,28.2234,115.268,647.63,867.243,53.9865
3144,0,139.151,20.7457,138.067,717.735,772.598,1168.02,-120.275,28.2413,115.031,646.576,867.612,54.0054
3145,0,139.272,20.8306,138.118,715.918,773.738,1168.12,-120.322,28.3467,115.089,645.514,868.018,54.0582
3146,0,139.269,20.7456,138.137,714.166,774.868,1168.21,-120.049,28.1631,115.257,644.539,868.441,54.1009
3147,0,139.123,21.103,138.338,712.163,775.982,1167.99,-119.268,27.8143,115.522,643.527,868.913,54.3718
3148,0,139.199,20.9401,138.582,710.334,777.126,1168.31,-119.374,27.6837,115.351,642.43,869.306,54.3956
3149,0,139.186,21.1261,138.329,708.75,778.044,1168.11,-119.532,27.8861,115.186,641.281,869.687,54.3642
3150,0,138.992,21.3253,138.502,707.006,779.235,1168.3,-120.134,28.1711,114.818,640.139,869.972,54.1882
3151,0,138.74,21.6221,138.526,705.358,780.164,1168.27,-120.233,28.2986,114.719,639.02,870.355,54.2041
3152,0,138.646,21.5924,138.864,703.726,781.276,1168.74,-120.309,28.3905,114.677,638.011,870.661,54.0969
3153,0,138.488,21.8721,138.925,702.18,782.213,1168.93,-120.085,28.3456,114.854,637.11,871.026,54.1311
3154,0,138.563,21.7807,138.912,700.749,783.123,1169.23,-120.252,28.5088,114.886,636.151,871.448,54.1365
3155,0,138.597,21.8941,138.969,699.211,784.128,1169.49,-120.183,28.6003,114.957,635.079,871.85,54.1309
3156,0,138.577,22.0058,138.936,697.868,784.967,1169.78,-120.008,28.5496,115.09,634.032,872.362,54.2339
3157,0,138.578,21.9815,139.148,696.422,785.832,1170.43,-120.141,28.4379,115.016,632.993,872.796,54.1894
3158,0,138.722,21.9931,139.15,695.033,786.582,1170.89,-120.298,28.5117,114.987,631.988,873.237,54.1908
3159,0,138.878,22.0292,139.335,693.504,787.452,1171.56,-120.176,28.4367,115.067,631.027,873.657,54.3336
3160,0,138.799,22.0352,139.433,692.177,788.131,1172.12,-120.135,28.4663,114.993,630.025,874.012,54.3067
3161,0,138.752,22.0308,139.746,690.794,788.95,1172.77,-120.032,28.3565,114.914,628.937,874.483,54.3886
3162,0,138.944,21.8783,139.659,689.648,789.527,1173.16,-120.184,28.441,114.974,627.822,874.886,54.3256
3163,0,138.601,22.1327,140.177,688.219,790.375,1173.79,-119.803,28.3717,115.157,626.722,875.362,54.5408
3164,0,138.709,22.109,140.197,687.067,791.111,1174.27,-120.274,28.6455,114.92,625.576,875.669,54.4734
3165,0,138.615,22.0831,140.344,685.947,791.875,1174.78,-120.406,28.5603,114.812,624.483,876.038,54.4421
3166,0,138.541,22.0993,140.525,684.725,792.835,1175.19,-120.507,28.5462,114.746,623.457,876.487,54.3053
3167,0,138.384,22.2633,140.678,683.623,793.69,1175.48,-119.793,28.2444,115.21,622.476,877.031,54.5802
3168,0,138.361,22.1981,140.858,682.547,794.523,1175.9,-120.42,28.5559,114.964,621.441,877.287,54.3496
3169,0,138.009,22.5144,141.013,681.506,795.298,1175.98,-119.434,28.1956,115.507,620.388,877.829,54.747
3170,0,137.871,22.7552,141.036,680.514,796.124,1176.12,-120.127,28.4164,115.152,619.314,878.112,54.6401
3171,0,138.027,22.711,141.033,679.533,797.036,1176.41,-120.098,28.4981,115.179,618.168,878.573,54.7013
3172,0,137.957,22.9222,140.904,678.651,797.828,1176.48,-119.628,28.3719,115.282,617.043,879.027,54.8923
3173,0,138.005,22.8009,141.148,677.759,798.859,1176.98,-120.19,28.7005,114.979,615.985,879.278,54.6035
3174,0,138.234,22.6176,141.223,676.97,799.701,1177.33,-119.757,28.3956,115.018,614.863,879.8,54.8732
3175,0,138.378,22.5583,141.259,676.137,800.661,1177.61,-120.139,28.6678,114.922,613.728,880.059,54.7424
3176,0,138.372,22.7769,141.222,675.269,801.565,1177.66,-120.056,28.762,114.901,612.696,880.454,54.7695
3177,0,138.39,22.8809,141.031,674.554,802.381,1177.6,-119.917,28.7303,114.906,611.641,880.851,54.7721
3178,0,138.383,23.0967,141.048,673.794,803.305,1177.67,-119.787,28.8615,115.019,610.561,881.213,54.7039
3179,0,138.458,23.0588,141.343,672.819,804.503,1178.07,-119.918,28.8637,114.955,609.481,881.685,54.6556
3180,0,138.525,23.3668,141.34,671.955,805.536,1178.09,-120.296,28.8978,114.726,608.329,882.06,54.6677
3181,0,138.539,23.4162,141.113,671.27,806.374,1177.81,-120.576,28.9886,114.573,607.187,882.566,54.6155
3182,0,138.488,23.2549,141.336,670.458,807.427,1178.04,-120.442,28.9857,114.702,606.124,882.924,54.5961
3183,0,138.367,23.3424,141.74,669.577,808.658,1178.4,-120.241,28.8518,114.872,605.029,883.352,54.6299
3184,0,138.47,23.4226,141.911,668.685,809.844,1178.63,-120.722,28.9017,114.536,603.911,883.658,54.5103
3185,0,138.528,23.7568,141.514,667.953,810.837,1178.24,-120.492,28.7996,114.579,602.806,884.018,54.7067
3186,0,138.447,23.9236,141.43,667.188,811.951,1178.16,-120.26,28.8383,114.633,601.692,884.519,54.7478
3187,0,138.456,24.1946,141.546,666.301,813.022,1178.13,-120.166,28.8254,114.751,600.634,884.965,54.7957
3188,0,138.614,24.2414,141.779,665.276,814.271,1178.39,-120.126,28.8342,114.748,599.583,885.422,54.8962
3189,0,138.609,24.5539,141.75,664.444,815.269,1178.25,-120.15,28.8117,114.677,598.588,885.839,54.8865
3190,0,138.682,24.7242,141.775,663.535,816.382,1178.34,-119.612,28.5921,114.945,597.578,886.318,55.0656
